S.No,STK1001,STK1002,STK1003,STK1004,STK1005,STK1006,STK1008,STK1009,STK1010,STK1011,STK1012,STK1013,STK1014,STK1015,STK1016,STK1017,STK1018,STK1019,STK1020,STK1021,STK1022,STK1023,STK1024,STK1026,STK1028,STK1029,STK1030,STK1031,STK1032,STK1033,STK1034,STK1035,STK1037,STK1038,STK1039,STK1040,STK1041,STK1042,STK1043,STK1044,STK1045,STK1047,STK1048,STK1050,STK1051,STK1053,STK1055,STK1057,STK1058,STK1060,STK1061,STK1062,STK1063,STK1064,STK1065,STK1066,STK1067,STK1068,STK1069,STK1070,STK1071,STK1072,STK1073,STK1074,STK1075,STK1076,STK1078,STK1079,STK1081,STK1082,STK1083,STK1084,STK1085,STK1087,STK1088,STK1089,STK1091,STK1092,STK1093,STK1094,STK1095,STK1096,STK1097,STK1098,STK1099
158,-0.00228854,-0.00849532,0.03465195,-0.01296789,0.05654304,-0.00293847,-0.00455882,0.01045610,0.03090196,-0.00573696,-0.00303030,-0.02231147,0.00603291,0.00907423,-0.00564084,-0.00143425,-0.01260589,-0.00219333,-0.01475498,-0.00434236,0.04654037,-0.01235679,0.02039330,0.02236498,0.00417661,0.04559540,0.00702155,0.00036353,0.00199737,-0.00355476,0.00457097,0.00910350,0.03269618,0.06124707,0.00884774,0.03945460,0.00348153,0.00293889,0.01785395,-0.00327818,0.00898742,0.02687228,0.00837233,0.03283174,-0.02108226,-0.01701603,0.06737088,-0.00401585,0.04588555,0.00481085,-0.00157729,0.00941720,0.03163405,-0.01324649,0.04080248,0.00350001,-0.00462299,0.00960000,0.02260479,-0.00475530,0.01004877,0.01837140,0.02587762,0.03452545,0.01426174,-0.00980777,0.00342917,-0.03222987,0.00398880,-0.00471479,0.01873292,0.01791465,0.02309469,0.00887403,0.02780544,0.00166953,-0.01338761,0.03659636,0.03318107,-0.00436970,-0.00084986,0.02134271,-0.00139116,0.01202378,0.01109329
159,-0.00620696,0.00429232,0.00889152,0.00252438,0.02649358,0.00418317,0.00118186,0.01480821,-0.01352313,0.02457085,-0.00182371,-0.00250573,-0.00411610,-0.00007174,-0.00598768,-0.00127672,0.00640044,0.00475748,0.01654437,-0.01378726,0.00376471,0.00857569,0.03140614,-0.03095183,0.00950683,0.06145922,0.01268508,0.03117959,0.03339840,0.00585167,0.01444879,-0.00890371,0.00219191,0.00080212,-0.01876402,-0.01086525,0.01450602,-0.00053243,0.01368180,0.00804537,-0.00653207,-0.00364285,-0.01211902,-0.00066225,-0.00585874,0.01906673,-0.00086878,0.01128620,-0.00481254,0.04178455,-0.01651024,0.02587573,-0.00110302,0.01972592,0.00772884,0.01150975,0.01817745,0.03486529,0.00102474,0.00750326,-0.01606793,-0.00211279,0.00996025,-0.00998895,0.00992556,0.02416799,-0.00364278,-0.00021672,0.04703737,0.00994020,-0.00148511,0.00996943,-0.00282167,0.00563676,-0.00250425,0.00941220,-0.01222028,-0.01095652,-0.02877878,-0.01915148,0.00979065,0.01270786,0.00383096,-0.01235611,-0.00079313
160,0.00448040,0.01207027,0.00998825,0.01170310,0.01032391,0.06041024,-0.00486941,0.00632911,-0.01850473,-0.01863150,-0.02679659,0.01613295,-0.00609278,-0.00770480,-0.02726713,-0.00287629,-0.00997936,0.00719230,0.02095353,0.01158344,-0.01148572,-0.01166564,-0.00276817,0.01777137,0.00676869,0.02386492,0.02183786,0.02431632,0.04656934,-0.00142926,0.00668870,-0.01242678,-0.02673147,0.03722850,-0.02120141,0.02594394,0.02175974,0.01412933,0.00276864,0.00544368,0.01016139,-0.00007462,0.00553351,-0.00695825,-0.00480192,0.00615460,0.02230539,0.00767811,-0.04427080,-0.00877376,-0.02056693,-0.00806452,-0.02363074,-0.01679210,0.00813158,-0.00067813,-0.00629178,-0.02297090,-0.00672711,-0.00344266,-0.02902230,-0.01482085,0.01783989,-0.01985400,-0.00900901,-0.02166344,-0.00542761,0.00971856,0.00305912,0.01184160,0.01539746,-0.00131614,0.00452745,-0.00160383,-0.01574125,0.00553644,0.03494537,-0.01072622,-0.01803659,-0.02983051,-0.02023631,0.00622680,0.00864868,-0.03159553,0.01733033
161,-0.00256801,-0.00645105,0.01657941,0.00203637,0.01788223,-0.01570939,-0.02090747,0.02131377,0.04306286,0.01410741,0.00062578,-0.00923967,-0.00089622,-0.00483202,0.00554039,-0.00512815,-0.00334860,0.02461549,-0.00224239,0.00459726,-0.00972243,-0.00432235,-0.00416378,0.00495517,-0.00613856,-0.01025841,-0.00655545,-0.01114704,-0.00748519,-0.00340599,-0.01539905,0.00545003,0.01048689,0.00529305,-0.01889998,-0.01665906,-0.00030447,0.00394345,0.00828300,0.00357703,0.01538462,-0.01373032,0.00539923,-0.01634968,-0.02911503,-0.00318082,-0.00676750,0.00786150,-0.00545012,-0.00231823,0.00311927,0.00674624,0.00475006,0.00874418,0.00742438,-0.00718845,0.01290067,-0.01724138,0.04475854,-0.00584453,0.04370180,-0.00661266,0.00634144,0.00085389,-0.02066116,-0.00197707,-0.01227877,-0.01366824,-0.03026316,-0.01025914,-0.00801288,-0.02981023,-0.02366197,-0.01838264,-0.00122880,0.00106251,-0.01893969,-0.01759687,0.00690982,-0.00223620,0.01118945,-0.01836192,0.00388188,-0.00579632,-0.02015605
162,0.02764598,0.00888823,0.00743920,0.00584267,-0.00577237,-0.00258301,0.02953203,0.02429011,0.00647154,0.01711780,0.06191370,0.00709309,0.00452099,0.00512109,0.01199411,0.00966485,-0.00301700,0.01009623,0.01529294,0.00637299,0.01460664,0.01043536,0.05365854,0.00328716,0.19911765,0.01351351,-0.00177736,0.02699882,0.00140222,-0.00443892,-0.01270245,0.01626146,0.02396837,-0.00230592,0.02619048,0.00547994,0.01126018,0.03587302,0.01266472,0.00388815,-0.00641026,-0.00068094,0.00841681,0.01797829,0.00626871,0.00687285,0.00982947,0.01170884,0.01291636,0.02112379,0.01820863,0.00738832,0.03669518,0.01083579,0.02492949,0.01269694,0.01609627,0.06858054,0.00225479,-0.00290753,-0.00075144,0.02512897,0.01095887,-0.00492938,0.00759494,0.00118859,0.04205195,0.02691722,0.02762093,0.01289926,0.00699190,0.01029639,0.03635314,0.01187723,0.00572281,-0.00863607,0.00039560,0.03057717,0.00972898,0.01288696,-0.00638304,0.00465051,0.00386686,0.01382571,0.00504313
163,-0.00619810,0.01976150,-0.00823630,-0.00580873,0.00302916,-0.00063970,-0.00294204,-0.00501002,0.02128655,-0.00588808,-0.03769140,-0.04982392,0.00550079,0.00692163,-0.00352368,-0.00558386,0.00051582,0.01193241,0.00168418,-0.01177256,0.08425823,-0.00541166,-0.00992063,-0.00140417,0.14495953,0.00964401,-0.01170644,-0.00250694,-0.01055859,0.00899758,-0.00096494,0.00800063,0.00796332,-0.01317411,-0.01560852,0.02710792,0.01293968,-0.00328592,-0.00084547,-0.01049270,-0.02756598,-0.00325560,0.00414768,-0.04131956,-0.00291840,-0.00207216,-0.00036870,-0.00615098,0.00463650,-0.02192801,0.00273912,0.00528740,0.03800217,0.01071963,0.01109632,0.01300677,0.01514918,0.04029851,0.02980877,-0.00834975,-0.02009525,-0.00860390,0.02129311,-0.02457845,-0.00502513,-0.00079145,-0.01616407,0.00657058,-0.00403994,-0.01713159,-0.00470084,-0.00314618,-0.04677060,0.00125048,-0.00489324,0.00029192,-0.00007909,-0.03581461,0.01574329,-0.00829761,-0.01413290,0.00598094,0.00892291,0.01593875,0.02191998
164,-0.00504251,-0.00634815,0.01374570,-0.00129837,-0.02567006,-0.00236622,0.00516377,0.00184626,-0.00976992,0.00270497,0.03610771,0.00878458,-0.00959147,-0.00780493,0.00610797,0.00369000,-0.00481182,0.00088924,-0.00759055,-0.00866645,-0.02786245,-0.02018608,0.02738811,0.01945161,-0.00042845,-0.00403872,-0.01269414,-0.00224154,0.01350165,0.06318657,0.00008049,0.00272352,0.04165669,-0.00323991,0.00514249,0.00114448,-0.01336904,-0.02079679,0.00389084,-0.01705840,0.01507841,0.01678694,0.00341662,0.02676399,-0.00619160,0.00085501,-0.00298761,0.01803860,0.00653828,-0.01374788,0.00668781,-0.02850356,-0.00899582,-0.02028360,-0.02089552,-0.00580443,-0.00477237,0.01147776,0.08956854,-0.00041598,0.01765082,0.01424595,-0.01880218,-0.05576716,-0.00505051,0.01861386,0.00969311,-0.01024777,0.00399616,-0.00740398,-0.00511287,-0.03301772,0.02745327,0.03485314,0.00175086,-0.00087570,0.01312980,0.02713037,0.00652156,0.00878539,-0.00260645,-0.01604669,0.00135320,0.00388141,-0.00271353
165,0.02187257,-0.01732475,0.00254237,0.00056524,0.00193723,-0.00114166,0.01086159,-0.00519350,0.00855041,-0.00093023,0.00767868,0.02381293,-0.01097561,-0.00596582,-0.01437788,0.02253846,0.01036090,0.00384639,-0.01578158,0.00968192,0.00313439,-0.00885969,-0.01040312,0.01655172,-0.01221603,0.00135170,-0.00155211,-0.00347199,-0.01158576,0.09598661,0.03010060,-0.00818718,0.02390255,0.01887605,0.00618205,-0.00183604,0.02198167,0.02020249,0.00741364,-0.02080972,0.01128936,-0.00761990,-0.00091477,0.01658768,-0.00504078,-0.00146449,-0.00369946,-0.01967845,-0.00897963,0.02037315,-0.00704884,-0.00244499,0.01435508,-0.00243571,0.01479555,0.00555436,-0.01088446,-0.02269504,-0.00275689,-0.00554635,-0.00104738,-0.00355182,-0.01526036,-0.02699628,0.01015228,0.04898911,-0.00507802,0.00432593,-0.00557359,0.00924631,-0.01014757,0.00407287,0.02899375,0.00667791,0.00466699,-0.02050060,0.00936841,0.01453643,0.02381353,0.00456179,-0.00522653,-0.00679949,0.00501930,-0.00161100,-0.00557139
166,0.00195751,-0.01188381,0.01465201,0.02409400,0.03828306,0.02621296,-0.00508204,0.00892556,-0.00999993,-0.00605214,-0.01055100,-0.01063233,-0.00453326,-0.00237150,0.00842816,0.00000000,0.00916083,0.00300226,0.02941318,0.00408946,0.00558089,-0.00055601,0.00788436,-0.00135685,-0.00672597,-0.01247027,0.04699284,0.04631780,-0.00087819,-0.00066576,0.02015782,0.00719847,-0.00897868,0.00388208,-0.00720339,0.00794759,0.01060700,0.02310253,0.00769359,0.01657842,0.03584019,0.01234568,-0.01795615,0.01864802,0.01542665,0.00073332,0.01708069,-0.02396857,0.03142494,0.01450189,0.00797839,0.00122549,-0.00957336,0.00230574,0.00618538,0.01109254,-0.00076953,0.02757620,-0.00389545,-0.02627744,-0.00796846,0.00324044,-0.02573658,-0.01259700,-0.01172529,0.01742031,-0.00469414,0.01758226,0.00899017,0.01955501,0.02837913,-0.00105576,-0.00828729,-0.00343668,0.01599023,0.01392000,-0.02505994,-0.00856194,-0.01290376,-0.00344021,-0.00612878,0.00698804,-0.00192086,-0.01855773,-0.00156352
167,-0.00013005,-0.02135460,-0.01527354,0.00667476,0.00670391,-0.02627728,-0.02466433,-0.00283759,0.00329422,-0.00145199,0.00414692,-0.01047818,-0.00790557,0.00671936,-0.00353518,-0.02079111,0.02272804,0.00638282,0.00258020,-0.04550309,-0.06548297,0.00714653,0.01955671,-0.03781703,-0.04783748,-0.00982881,0.04069021,-0.02631235,-0.00217825,-0.02742794,0.00513135,-0.01409983,-0.00090600,-0.01439620,0.01024328,-0.01280859,-0.01166209,-0.03473944,0.02356845,0.02944075,-0.02041974,-0.00810529,-0.01812908,-0.00817261,0.02337706,-0.01245725,-0.00478259,-0.04640132,-0.00336490,-0.00559354,0.00009349,0.00594510,0.00609372,-0.02503723,-0.00676210,-0.02277958,-0.02687717,-0.04802260,0.00163996,-0.01406384,-0.00790564,-0.01049742,-0.01006720,0.02163966,-0.01016949,-0.00655738,-0.01658182,-0.00475331,0.00604303,-0.01970853,-0.00252437,-0.01368377,0.00557103,-0.02510227,0.00985482,-0.01019860,-0.03268544,0.00405358,0.00041632,-0.00552334,-0.00925118,-0.02536832,-0.01226905,0.00180852,0.00339293
168,-0.01420022,-0.00377999,-0.01663847,-0.03898844,-0.03181650,-0.03872175,-0.01690857,-0.02042183,-0.01597720,-0.04015198,-0.03775811,-0.02402920,-0.03694183,-0.01120458,-0.01645249,-0.01149413,-0.02467378,-0.03538164,0.02592567,-0.02819137,-0.00047549,-0.00059486,-0.06202046,-0.04989409,-0.03464097,-0.02636077,-0.01939539,0.02447529,-0.02171493,-0.02181445,-0.00129534,-0.00906154,-0.04670143,-0.01821925,-0.05492184,-0.02399643,-0.00825915,-0.00025775,0.01621533,-0.00272279,-0.03705848,-0.00314866,-0.01693395,-0.04054054,-0.03489455,-0.01100668,-0.00271460,0.00816799,-0.01744143,-0.05020833,-0.01947465,-0.02798540,-0.01796157,-0.00083287,-0.01255526,-0.03941878,0.01582779,-0.03412463,-0.01549118,-0.02174991,0.00532663,-0.03247919,0.01041369,-0.04104537,-0.04880137,-0.03850385,-0.01248430,0.02792400,-0.02159680,-0.00801109,-0.03826028,0.04664016,-0.06094183,-0.00031260,-0.01311375,-0.02863232,-0.01156401,-0.04721783,-0.01281731,-0.02443766,-0.02934664,-0.03378085,0.02240733,-0.04759586,-0.02783197
169,-0.01665127,0.00311214,-0.00372813,-0.01026372,0.02394599,-0.04198336,0.00350076,0.03349282,0.02068477,0.00483800,0.02513795,0.00709413,0.00762602,-0.00289987,0.00229648,0.00209946,-0.02034025,-0.00786221,0.00241567,-0.02392199,0.00261437,-0.00969347,0.02113156,0.00247709,-0.04515209,0.00540139,0.00967323,0.00294541,-0.00708588,-0.01058285,0.01281758,-0.01546597,0.00737218,0.01139556,-0.00581135,-0.03859484,-0.00089233,0.00617125,0.01755225,0.00860202,-0.00060132,0.00684365,-0.00252214,-0.00687049,-0.01929844,0.09240965,-0.00831310,-0.01070531,0.01736951,-0.02083790,-0.00578365,-0.00715308,0.02062952,-0.00375102,0.00779011,-0.00992585,-0.00646619,-0.02150538,0.01918895,-0.00079131,-0.03717362,0.00050607,-0.01203760,-0.04197802,0.01350135,-0.02021358,-0.02879167,-0.00983518,-0.01227446,0.00411555,0.01217568,0.00792090,-0.01769912,-0.00990766,0.01343423,0.00739455,-0.01402257,-0.01289609,0.00227637,-0.00626245,-0.13467828,-0.02507074,-0.00936206,0.00999573,0.01458194
170,0.00067197,-0.01531570,0.00460564,0.05337750,0.05075258,-0.00486229,-0.00303352,-0.00545635,0.00196122,0.00272347,0.04126794,0.00994470,-0.00514645,0.00310372,0.00523525,0.00177275,-0.02831889,-0.00178295,0.00912924,-0.00192345,0.09133324,0.00042931,0.00200267,0.01062515,-0.00721752,0.03888255,-0.00029209,0.01161652,0.02196116,0.02740921,0.02056497,0.01837419,0.00047214,0.03047612,-0.00607014,-0.02449543,0.00565599,0.01865645,0.00736982,-0.00725693,0.00180505,0.01441589,0.00597159,0.01072293,0.00376201,0.03216575,-0.00066766,-0.01207258,0.01294543,0.01523297,-0.00242920,0.02179395,-0.01896228,-0.00502020,0.01235007,-0.00150260,0.00086254,0.00156986,0.00112966,0.00680450,-0.01589258,-0.00033721,0.02803587,0.01525579,-0.00621670,-0.00622810,-0.04897214,-0.00376764,-0.01832907,0.02405073,0.01502525,0.00545294,-0.00360360,0.01761996,0.00389568,0.01088396,0.01270723,0.00391937,0.00992598,0.01289029,-0.03387860,0.00152789,-0.00189972,-0.00801870,0.01476793
171,0.04646801,-0.00464049,-0.01489971,0.00355502,0.00864212,0.01073963,0.01962574,-0.00914381,0.00152267,-0.00538365,-0.00344630,0.03172877,0.00114112,0.00231468,-0.00130175,-0.00112611,0.02728927,-0.01326134,-0.01363900,0.01874300,-0.03879009,-0.00755268,0.00199867,0.01882641,-0.01153171,-0.01305753,0.02553614,-0.00367718,0.03927468,0.00642322,-0.01941246,-0.01264969,0.03751770,-0.00265756,0.00859534,0.02210036,0.00384868,-0.01806321,0.01089664,-0.00561466,0.01381381,-0.00434430,0.04144607,0.01334702,0.00034596,0.03593213,0.00029693,0.02239112,0.02759767,0.00397176,0.00044857,0.01022387,0.03037383,0.01681842,0.03536949,0.02768949,0.01151677,0.02037618,0.01955868,0.00806439,0.03712982,-0.01619160,0.01363565,0.03203028,0.00625559,0.01175088,0.01197630,0.00777006,0.00300398,0.00400242,0.00677194,0.04484913,0.00723327,0.01689019,0.05046531,-0.00605950,0.00565066,0.00557724,0.03140097,0.00947398,0.00657540,0.00559372,0.00219247,0.04282684,-0.01910083
172,-0.00308012,-0.00915222,-0.01890634,-0.02553273,-0.01338028,-0.01112808,-0.00656520,-0.00855705,-0.02931612,-0.00907007,0.01844380,0.00132502,-0.01740122,-0.00768127,-0.01531967,-0.01256228,-0.03500243,-0.03842501,0.01373436,-0.01736079,-0.04194513,-0.00557790,-0.01861702,-0.01799856,-0.02789754,-0.02534713,-0.02605888,-0.00770526,0.01989759,-0.02772716,-0.03951825,-0.01735009,-0.00386627,-0.02641797,-0.00426105,-0.03213546,-0.00206453,-0.01405234,0.00092393,-0.00206225,-0.02014218,-0.00014791,-0.03733183,-0.00979399,-0.01141276,-0.02933305,-0.00794063,-0.04684425,-0.00612816,-0.03428571,-0.02229055,-0.02425406,-0.02824160,-0.01006184,-0.00110198,-0.02660372,0.00960421,-0.03993856,-0.01328087,-0.03827972,-0.02475845,-0.02331562,-0.01779289,-0.02550769,-0.01776199,0.00503291,-0.01670034,-0.00266103,-0.01089985,0.00496427,-0.01392722,-0.02361203,-0.02453621,-0.02134838,-0.01879564,-0.01516511,-0.01636093,-0.02070623,-0.00888315,-0.03599944,-0.00979867,-0.02168853,0.00043272,-0.02276119,-0.01457147
173,-0.02497418,-0.01416186,-0.00504002,-0.02360113,-0.02712348,-0.02735642,-0.01907480,-0.02403114,-0.01722658,-0.01190886,-0.08092813,-0.01469413,0.00367334,-0.01996417,-0.00231677,-0.03050075,-0.05653113,-0.01323232,-0.00330657,-0.01220271,-0.01658358,-0.01887121,0.00880759,-0.02785924,-0.03600313,0.01303676,-0.01538672,-0.02486134,0.01222968,-0.01472867,-0.01191223,-0.01385540,-0.00936073,-0.02670472,-0.02702703,-0.03840222,0.00325108,-0.03135504,-0.00323036,-0.01933582,-0.01209190,0.00088757,0.00618766,-0.04160982,-0.04291295,-0.03617514,-0.00534859,-0.00569648,-0.03046785,0.00227583,-0.01284067,0.01251788,-0.01739499,0.00208854,-0.02571283,-0.01132466,-0.00245493,-0.02880000,-0.01495513,0.00231589,-0.01954887,-0.00789889,-0.01445231,0.00247149,-0.02350814,-0.00963020,-0.00473874,0.00472053,0.03834801,-0.01968416,-0.02606144,-0.01540105,-0.00920245,0.00477647,-0.01216621,-0.02343078,-0.02839382,-0.00792902,-0.03511774,-0.01758210,-0.02693921,-0.02526255,-0.01658058,-0.01721432,-0.01962629
174,-0.00528139,-0.00271221,0.00417163,0.00323625,-0.00048912,0.03048459,-0.01117746,-0.00728282,0.01798354,0.01558843,0.01416256,-0.00550824,-0.00527796,0.00572385,-0.01061740,0.03230149,-0.00114421,-0.00922159,0.00156658,0.02275800,0.00438470,-0.00327956,-0.00604433,0.01784816,-0.01732070,0.03071310,0.00186179,-0.00990364,0.05260699,0.02666407,0.03093274,0.01989390,0.03433971,0.02161250,0.03078704,0.03987528,0.00147252,0.03691764,0.01481710,0.02645567,-0.00673195,-0.00487733,-0.00530138,-0.04946619,0.00694487,0.03238357,0.01699695,-0.00259541,-0.01833138,0.02906449,0.01048580,-0.00547510,0.02720207,-0.00125051,0.00783904,-0.00273883,-0.02261017,-0.00988468,0.01151316,0.00798472,-0.00320281,0.00955414,0.01195755,-0.01070208,0.01111111,-0.00855698,-0.00783719,0.01171183,0.01148448,0.00236677,-0.01140385,-0.00510812,0.00557276,0.00192762,0.01208667,-0.01000579,-0.01141276,0.00818268,0.02271576,-0.01153675,-0.00960349,0.01270191,-0.00112401,-0.00188896,0.03126285
175,0.01831715,0.01562877,0.02403561,-0.00756494,0.00734035,-0.00179158,0.01687829,0.04558952,0.05366678,0.04325226,0.03096539,-0.00040529,0.03323005,0.00882254,0.04124728,0.00114080,0.01153156,0.04744949,-0.01481407,0.00150596,0.01141683,-0.00938195,0.02972973,0.03358854,0.02285872,-0.02851075,0.02083704,0.02791295,-0.01041911,0.00073397,0.02361902,0.00743661,0.04032977,0.04561362,0.05075230,-0.00115560,0.02911776,0.03276597,0.00441024,0.01983708,0.02033272,-0.00482697,0.01465650,0.00636466,0.01954141,0.00964309,0.00488075,0.03014649,0.01600576,0.01412180,0.00824248,-0.01491742,0.03173602,-0.00083472,0.01400052,0.02264211,0.00149500,0.03327787,0.02088806,0.04626576,0.01072544,0.01875219,0.00051904,0.00396466,0.00641026,0.02000785,0.03206353,-0.01238390,-0.00349818,0.01515729,0.03242650,0.00015962,0.03263547,0.01620660,0.00332990,0.01476356,0.01784153,0.01661004,0.01560565,0.06090079,0.01311934,0.01609176,0.01049438,-0.00757155,0.01076984
176,-0.00404084,-0.01030522,-0.00492611,0.02496764,0.00352198,-0.01551940,-0.00807066,-0.00400936,-0.00297053,0.00141017,0.00294464,0.00702821,-0.01892945,-0.01842725,0.00837387,-0.01676722,-0.00566230,-0.00822686,0.00719155,-0.01463819,0.00962842,-0.00390502,0.02230971,0.01887694,0.00296177,-0.02259026,-0.00517071,0.00933658,-0.00469484,-0.00376447,-0.02863585,-0.00738171,0.01884772,0.02643752,0.01132721,-0.01226355,-0.01543304,0.00874366,-0.00090854,0.00952737,0.00241546,-0.04089247,-0.00110306,0.00632440,-0.02272727,-0.01306400,-0.01037642,-0.02529751,-0.02381846,-0.01697128,-0.00674201,-0.00865333,-0.01670401,0.00292396,0.00306827,-0.02043398,-0.01642049,-0.01610306,0.00918892,-0.02380154,0.00223874,-0.01840702,-0.02174521,0.00293354,-0.00818926,-0.00153846,-0.01473130,-0.01056290,-0.00381807,-0.00225090,-0.02388600,-0.00763379,-0.01848539,-0.00383462,-0.00585578,0.02435194,-0.01976285,-0.00668400,0.00227642,0.02679831,-0.01914546,-0.01481439,0.00423647,-0.00225370,0.00184162
177,-0.02185575,-0.01623955,0.01281305,-0.02607134,-0.01137601,0.00673215,-0.02103162,0.00201275,-0.02022199,0.00154900,-0.03523194,0.00603943,-0.01264662,-0.00150579,-0.02523207,0.00413903,0.00201207,-0.03551580,0.00510017,0.03706132,-0.02367666,-0.02816330,-0.04236200,-0.04878049,-0.01771812,-0.02324793,0.00609305,-0.01674158,0.00121391,-0.01235580,-0.00572578,-0.01227243,-0.03573681,0.01106470,-0.00655114,0.00591508,-0.01480412,-0.01485883,0.00803314,-0.02573347,-0.04457831,-0.03057652,-0.00452227,-0.16377079,0.00176088,-0.01212458,-0.01253021,-0.01313062,-0.03362097,-0.00664011,0.00649265,-0.00636479,-0.02983219,-0.01679875,0.00722236,-0.01061289,-0.02771787,-0.03273322,-0.01141192,-0.00341224,0.00062545,-0.04030845,-0.00713764,-0.03048712,-0.02018349,-0.00654854,-0.00709990,-0.00943591,-0.02021507,-0.00180478,0.00455166,-0.00991718,-0.09052248,-0.01348084,-0.03036023,-0.01725705,-0.00499649,-0.07738318,-0.00592148,-0.02445055,-0.03559053,0.00741479,-0.00163921,-0.00382257,-0.00328256
178,-0.00976711,-0.02247847,0.01782634,0.01391770,-0.00232587,-0.00962069,0.00658617,-0.00669568,-0.00021712,0.00126541,0.01582471,0.02601374,-0.00058045,-0.01400054,0.00622605,-0.01187127,-0.00026521,0.01190005,0.00313681,-0.01072104,-0.00740963,0.00978347,0.01273458,-0.00764300,-0.02459688,0.00360835,0.00888106,0.02020670,-0.00284061,-0.00501766,0.00988327,0.00954497,0.01329845,0.00822583,-0.00063816,-0.04424779,-0.00324079,-0.00301659,0.00045066,-0.01694962,-0.00063052,-0.01693419,0.00248270,0.02873563,-0.00157595,0.03591938,0.00376534,-0.02756380,0.00437371,0.00267380,-0.01273865,0.02726940,0.00640615,0.00028255,0.01088240,-0.00227835,0.00032862,-0.00846024,0.02431536,-0.03302132,-0.04375391,-0.00840029,-0.00525827,0.00812253,0.00000000,-0.00116324,0.00281820,0.00090391,-0.00511066,-0.00467078,0.00448603,-0.00544140,0.04809619,0.00045714,0.00587642,-0.00191666,-0.01162893,-0.00243112,0.01379029,0.02802028,-0.01666446,-0.01755572,0.00345285,0.01709456,-0.01883810
179,0.00121603,-0.02072993,0.01920904,-0.01682440,-0.03312883,-0.03897486,-0.01199564,0.00117964,0.00152135,-0.01596143,-0.03175554,0.01456266,0.01037674,0.00453752,0.02995784,0.01434992,-0.03316027,-0.01487470,-0.00220734,-0.01566394,-0.06040066,0.00955092,-0.03507611,-0.00844720,0.02493696,-0.05323930,-0.01950443,-0.04143126,-0.00507209,-0.03027717,-0.02149958,-0.03806341,0.01118761,-0.00230026,-0.00127714,-0.00164474,-0.00532074,0.01058956,0.00751428,-0.01655374,-0.08075710,0.00146951,0.01159237,-0.04211431,-0.02792618,-0.00576087,-0.00240078,-0.04806865,-0.00890748,0.00200000,-0.00877801,-0.01924105,0.02015701,-0.00352892,-0.00959693,0.00460414,-0.01576873,-0.10921502,-0.02170004,-0.00829366,-0.02488561,-0.00331492,0.00557519,0.03257366,-0.03838951,-0.01319876,-0.02596368,-0.02007642,-0.01344586,-0.01120194,0.01545273,0.01096957,-0.05927342,0.01220644,0.00326153,-0.03980688,-0.04242802,-0.02782291,0.00635866,0.03136557,-0.02966248,-0.02838135,0.01215170,-0.05505054,-0.02859828
180,-0.03859662,-0.03073326,0.00110865,-0.02685359,-0.02271574,-0.00893370,-0.02633239,0.00100993,-0.00238639,-0.03015745,-0.02165842,-0.02370921,-0.02513892,-0.02261119,-0.02023448,-0.01973988,-0.07431797,0.02180812,0.01050787,-0.01902791,-0.02853026,-0.01819340,-0.05212620,-0.07241293,-0.02186987,0.01044329,-0.00089976,0.01815595,-0.03044797,-0.01464117,-0.01716806,-0.02669039,-0.04829787,-0.01887676,-0.00554135,-0.03648789,-0.00208048,-0.01397206,-0.00745823,-0.07470956,-0.05010295,-0.04312383,-0.06651735,-0.03364738,-0.01186610,-0.05641194,-0.00853576,-0.04984450,-0.04054320,-0.03016190,-0.03402470,0.02143506,-0.00207987,0.00977471,-0.03210313,-0.02321009,-0.00308745,-0.05172414,-0.01850490,-0.03068038,-0.02609528,-0.02309682,0.01195075,-0.03834578,-0.03700097,-0.02163651,-0.02226337,0.01836098,-0.01240549,-0.01163503,-0.03861543,0.02213188,-0.02032520,-0.00609412,-0.01425407,-0.00583765,-0.02978684,-0.02653019,-0.02791330,-0.02416999,-0.03056924,-0.03259509,0.04531297,-0.07713293,-0.04395301
181,0.01207201,0.02648514,0.00941307,0.02625795,0.02350344,0.00360673,0.00761134,0.02169161,0.00217474,0.01927510,0.02277040,-0.02887909,0.01411219,0.01386499,-0.00516261,0.01073994,0.04200542,-0.00563391,0.01828876,0.02540162,0.02862426,-0.01973501,0.01736614,-0.04051864,-0.03717160,0.00115640,0.02261203,0.00971455,0.02931536,0.02263823,0.02740385,0.03016453,0.00894254,0.01957041,0.01200171,-0.00905579,0.01250750,-0.02530364,-0.01322513,-0.00979004,-0.03251445,-0.03552564,-0.00340383,0.01624884,0.00726836,-0.00903719,0.00053097,0.01698514,0.00249777,0.03201464,-0.01626745,-0.02098524,0.01313047,-0.02609414,0.03186210,0.01353493,0.02845903,0.01010101,0.00799101,0.01944740,0.02861357,0.02477776,-0.00117690,-0.01153356,-0.00101112,0.00884600,0.03664391,0.01106857,-0.00390592,0.02501549,0.00663337,-0.00877170,-0.02973721,-0.00053528,0.01065488,0.02403091,0.01717356,0.00214592,-0.01102518,-0.00870985,-0.01930524,0.03067654,-0.00693669,0.03815107,-0.02284227
